Country Code,Post,Comment,Date,Sentiment_Value,Sentiment
MEX,Transmetro: Sendero,What route are you talking about?,2023-12-15 11:48:17,0.0,Neutral
MEX,Transmetro: Sendero,I understand the green ones are with the metro card bro,2023-12-15 20:57:26,-0.2,Negative
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","Damn sick people...

Fortunately you are fine",2021-10-18 13:38:33,0.03412698412698414,Positive
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","Miss. I remember a great trick I saw in an anime for next time. Take a photo and video of their face mainly and the action they do, then burn them on social networks.

I'm sorry that happened to you, miss.",2021-10-18 14:35:23,0.10000000000000002,Positive
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","My mother once told me that when she had to use public transportation she always carried a syringe with water, so anyone who missed it would get a bite to make it sting.",2021-10-18 15:31:33,0.0,Neutral
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","What a bad fart, next time (I hope it doesn't happen to you again) shout, don't leave it until later to point out a guy like that.

I don't doubt that someone has helped you.

Be strong, he tells her mother to fuck those assholes.",2021-10-18 15:30:07,-0.1333333333333333,Negative
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","I once went out to work and while I was walking through my neighborhood, I saw a man passing by driving his smart blue car, the shady thing is that he was naked pulling it.",2021-10-18 15:34:27,-0.008928571428571432,Negative
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","A friend bought a Taser, for those things, my friend's thing was that she had to pass by a street leaving work where a car wash was stationed, who always followed her every day saying things to her until the bus stop and one day she started to record that and take out the taser and give him some good touches. And she left it there while she was recording, she began to explain why she did it and so that she could see that she didn't mess around! The guy doesn't even wash cars there anymore.



END.",2021-10-18 18:01:34,0.16041666666666665,Positive
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","I'm very sorry that something like this happened to you. It's good that you are safe, and even though the helplessness of the moment is present, I think you reacted in the best way given the situation.

General recommendation, I think a self-defense course is useful for all of us. Take care of yourself!",2021-10-18 15:59:10,0.28214285714285714,Positive
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado",[removed],2021-10-18 15:45:52,0.0,Neutral
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","The worst thing is that you are probably not the last one this will happen to at the hands of this guy. If the individual is already daring to do this type of thing for sexual satisfaction, it means that he is already a victim of his own impulses and has an imbalance. In his anemic situation, until he faces SERIOUS consequences, I think there will be a probability of a little awareness on his part, that is, he has to carry his dick so that he learns not to go around giving those blowjobs!

It is very difficult to say that there is a solution to this, I hope the next time I want to do that there are brave people to stop that behavior.

​

I hope you are well and remember that that person is sick, what he did had nothing to do with you and the good thing is that it did not happen to adults.

​

Greetings!!!",2021-10-18 17:43:01,-0.008230311355311356,Negative
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","I'm sorry that happened to you, and the good thing is that you are taking this as an experience in case it happens again, which we hope is not the case.

Honestly, she shouts, and try to be as descriptive as you can so that not only does it make the person feel sorry, but so that people understand what is happening.


""NETA ARE YOU FUCKING HER HERE?""
""WEY, YOU BRING THE WHITE FROM OUTSIDE""
""STOP GRABING MY BUTTOCKS.""",2021-10-18 14:27:16,-0.037500000000000006,Negative
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","It's too bad you had to go through something like that. I'm going to tell you about the experience that a friend told me about, several years ago, who accidentally found a good solution; I hope it helps you and all the women who read this comment.

She was in a truck accompanied by a classmate from her school, they were both sitting, and at some point a man who was standing next to them got on; The guy turned out to be an exhibitionist who started showing his genitals to these girls. They obviously got scared, they didn't know what to do, and they got so nervous that they started laughing without being able to control themselves... and that laugh was the solution, the guy immediately covered himself, made a ""swallow me dirt"" face and that's it. He didn't know where to hide or where to run.

These HDSPM are generally very insecure and cowardly men, you may not have the strength to beat them as they deserve, but you can give them a good psychological mothering game by laughing at their miseries.

I hope you never go through this experience again, but if it were to happen to you again, I hope my friend's experience will be helpful to you.",2021-10-19 00:13:33,0.0409090909090909,Positive
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado",[removed],2021-10-18 14:56:32,0.0,Neutral
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","That thing about the pink cars, I have seen that in CDMX if a man gets in they kick him out. Will they continue to do it?",2021-10-18 15:36:40,-0.1,Negative
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","Friend on Twitter you find people who use line three of the subway to do their dirty tricks, I reported to the authorities 2 accounts that took totally naked photos and videos in the cars and they only threw the @tercermundo account at them",2021-10-18 18:04:24,-0.19999999999999998,Negative
MEX,"Esto acaba de pasar en el transmetro de No reelección, tengan cuidado","That guy is sick, he would have grabbed the net and split it in two, a good penile fracture would teach him a lesson.

On another note, the pink car is nonsense, it is not a solution and it only complicates things, it is a patch to a more complex problem, I hope they remove it.",2021-10-18 18:32:49,0.01224489795918367,Positive
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin","Oxxo, the strongest thing in the universe",2023-12-19 19:05:58,0.0,Neutral
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin","Would it be more sensible to use the oxxo spin vs the urbani app?


I had not had problems with the app until yesterday with a QR that I generated and it did not work and I started to worry that it will be a recurring problem in the future...",2023-12-19 18:50:11,0.25,Positive
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin","The next step is to get the digital one, to add it to the iPhone wallet and pay with the cell phone.",2023-12-19 18:54:59,0.0,Neutral
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin","You have MONTHS of ""we don't have cards for sale at the station, young man, check on the other Line.""

At last.

Let's see now what nonsense they come up with.

""The readers don't work, don't you have coins?""",2023-12-19 19:06:48,-0.008333333333333331,Negative
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin","And how much is Oxxo taking in commission? A new monopoly granted directly, it is only fair that all debit and credit cards work and not just Oxxo's",2023-12-19 19:26:21,0.2590909090909091,Positive
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin","I hope they get their act together and allow contactless payment with a direct bank card, CDMX already accepts it on all metrobuses and now Guadalajara with its trucks too.-.",2023-12-20 08:32:28,0.1,Positive
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin",Can I buy the card at Oxxo?,2023-12-19 23:06:21,0.0,Neutral
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin",To obtain an account do I need to open a bank account?,2023-12-19 19:03:52,0.0,Neutral
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin","Why do they make solutions as backwards as Oxxo Spin?


In almost any country in Europe/Asia you can pay with paywave with any card or with Apple Pay/Google Wallet.


Now only more money goes to this unnecessary monopoly.",2023-12-19 23:31:01,0.033333333333333326,Positive
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin",They don't even have that technology in Denmark.,2023-12-19 21:30:42,0.0,Neutral
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin","I think it's good that this measure was taken, but...

How was the ""Commission"" for granting the concession for the use of this solution, by the Ministry of Transportation???

Nothing in this life is free, and even less walking among politicians...![gif](emote|free_emotes_pack|money_face)",2023-12-19 23:29:33,0.31111111111111117,Positive
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin",Is that finally the final one? Because they wanted to make me buy another card and I don't even know which one is the official one.,2023-12-20 07:19:55,0.0,Neutral
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin","Let them take payment with NFC from the PTM cell phone, urgently",2023-12-21 09:26:59,0.0,Neutral
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin","Yeah.

The support of Oxxo vs Urbani is much greater. Both in physical sales and recharge points, and in digital format (at least in the medium and long term).

I do not doubt that, being FEMSA from NL in particular, Oxxo will quickly displace Urbani.",2023-12-19 19:04:11,0.09285714285714285,Positive
MEX,"Ya puedes pagar el Metro, Transmetro Ecovia y los camiones verdes de Muevo Leon con la nueva tarjeta Oxxo Spin",The QR thing happened to me twice,2023-12-20 05:00:51,0.0,Neutral
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)",20 years late but it is appreciated that they already have intentions.,2022-05-23 03:45:44,-0.04999999999999999,Negative
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)",How good HD,2022-05-22 23:21:29,0.7,Positive
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)","It's worth it to me, I already want to get out of here",2022-05-23 00:11:40,0.3,Positive
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)","Promises, promising does not impoverish.",2022-05-22 23:29:15,0.2,Positive
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)",Wow!! It gave me a headache when I wanted to read hahaha I'll wait for the HD photos,2022-05-23 02:50:00,0.178125,Positive
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)","15-20 years of delay, thanks to governments rigged with the private transportation sector (trucks and taxis)... it is going to be very difficult to finance all these projects, if now people struggle for their tickets, I don't even want to think how they will fare. What will they do when rates gradually rise to be able to pay for all this...",2022-05-23 16:09:39,0.012499999999999997,Positive
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)","Act 1: “we are going to invest 100 billion in infrastructure, which has never been done. “We are going to change the city.”

Act 2: “The federation does not want to give us our money. We give it with taxes and they don't want to give it to us for our infrastructure. It's not possible!""

Act 3: “They still don't give us our money. There is only one way to solve this problem…”

What was the name of the act?

Edit:

A: Samuel 2024",2022-05-23 01:11:53,0.0,Neutral
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)",We don't even have water father and you want 6 metro lines 🫠🫠🫠,2022-05-22 23:42:29,0.0,Neutral
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)",https://fb.watch/daDvo6YRWN/,2022-05-23 01:33:45,0.0,Neutral
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)","It seems good to me, now that what should be done is reduce the number of immigrants we receive, send them to other states or something like that because the truth is that this can harm us like CDMX, the rates of insecurity, pollution, unemployment, etc. only increase. the more the population increases",2022-05-23 16:50:36,0.26875,Positive
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)",DF2,2022-05-23 03:07:49,0.0,Neutral
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)",You don't even see mothers...,2022-05-23 17:11:04,0.0,Neutral
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)",Not gonna happen,2022-05-22 22:59:54,0.0,Neutral
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)","Seems. That. We have not learned from what Mexico City is suffering from, we are growing without plans but I hope everything turns out well for the good of everyone. Let's NOT have another line 12 “from CDMX”",2022-05-23 16:41:18,0.7,Positive
MEX,"Esto es lo que se planea para el 2026, Que sean 6 líneas de metro, tren suburbano y el triple de Transmetro ( La imagen solo muestra el metro y Transmetro)","Well, they should start digging, see if they find water. Just kidding, greetings from Chiapas 😄😄",2022-05-23 02:24:19,0.0,Neutral
